id,name,address
4133,El Campo Memorial Hospital,"303 Sandy Corner Rd, El Campo, TX, 77437"
4134,Southwest General Hospital,"7400 Barlite Blvd, San Antonio, TX, 78224"
4135,Lamb Healthcare Center,"1500 S Sunset, Littlefield, TX, 79339"
4136,Longview Regional Medical Center,"2901 N Fourth St, Longview, TX, 75605"
4137,Houston Methodist St John Hospital,"18300 St John Drive, Nassau Bay, TX, 77058"
4138,Rio Grande Regional Hospital,"101 E Ridge Rd, Mcallen, TX, 78503"
4139,St David's South Austin Medical Center,"901 West Ben White Blvd, Austin, TX, 78704"
4140,Cypress Fairbanks Medical Center,"10655 Steepletop Drive, Houston, TX, 77065"
4141,Round Rock Medical Center,"2400 Round Rock Ave, Round Rock, TX, 78681"
4142,Methodist Charlton Medical Center,"3500 W Wheatland Road, Dallas, TX, 75237"
4143,Baylor Scott And White Medical Center Carrollton,"4343 North Josey Lane, Carrollton, TX, 75010"
4144,Baylor Scott And White Medical Center Lake Pointe,"6800 Scenic Dr, Rowlett, TX, 75088"
4145,Texas Health Presbyterian Hospital Denton,"3000 N I-35, Denton, TX, 76201"
4146,Knox County Hospital,"701 Se 5th Street, Knox City, TX, 79529"
4147,Palestine Regional Medical Center,"2900 S Loop 256, Palestine, TX, 75801"
4148,East Texas Medical Center Trinity,"317 Prospect Dr/po Box 3169, Trinity, TX, 75862"
4149,Hamilton General Hospital,"400 N Brown, Building 1, Hamilton, TX, 76531"
4150,Covenant Hospital Levelland,"1900 College Ave, Levelland, TX, 79336"
4151,Ut Southwestern University Hospital-zale Lipshy,"5151 Harry Hines Blvd, Dallas, TX, 75390"
4152,Texas Health Presbyterian Hospital Plano,"6200 W Parker Rd, Plano, TX, 75093"
4153,Tops Surgical Specialty Hospital,"17080 Red Oak Drive, Houston, TX, 77090"
4154,Kingwood Medical Center,"22999 Us Hwy 59, Kingwood, TX, 77325"
4155,Texas Health Harris Methodist Hospital Southwest F,"6100 Harris Pkwy, Fort Worth, TX, 76132"
4156,Methodist Ambulatory Surgery Hospital Nw,"9150 Huebner Rd Suite 100, San Antonio, TX, 78240"
4157,"Corpus Christi Medical Center,the","7101 S Padre Island Dr, Corpus Christi, TX, 78412"
4158,Houston Hospital For Specialized Surgery,"5445 Labranch Street, Houston, TX, 77004"
4159,Christus St Michael Health System,"2600 St Michael Dr, Texarkana, TX, 75504"
4160,Doctors Hospital Tidwell,"510 W Tidwell, Houston, TX, 77091"
4161,Texas Orthopedic Hospital,"7401 South Main Street, Houston, TX, 77030"
4162,Northwest Hills Surgical Hospital,"6818 Austin Ctr Blvd Suite 100, Austin, TX, 78731"
4163,North Austin Medical Center,"12221 Mopac Expressway North, Austin, TX, 78758"
4164,Houston Methodist Sugarland Hospital,"16655 Southwest Freeway, Sugar Land, TX, 77479"
4165,Las Colinas Medical Center,"6800 N Macarthur Blvd, Irving, TX, 75039"
4166,Cornerstone Regional Hospital,"2302 Cornerstone Boulevard, Edinburg, TX, 78539"
4167,Kell West Regional Hospital,"5402 Kell West Boulevard, Wichita Falls, TX, 76310"
4168,Christus Spohn Hospital Alice,"2500 E Main Street, Alice, TX, 78332"
4169,Surgery Specialty Hospitals Of America Se Houston,"4301 B Vista, Pasadena, TX, 77504"
4170,Ennis Regional Medical Center,"2201 West Lampasas Street, Ennis, TX, 75119"
4171,"Physicians Centre,the","3131 University Drive East, Bryan, TX, 77802"
4172,Texas Health Presbyterian Hospital Allen,"1105 Central Expressway North, Allen, TX, 75013"
4173,Houston Methodist Willowbrook Hospital,"18220 Tomball Parkway, Houston, TX, 77070"
4174,El Paso Specialty Hospital,"1755 Curie Suite A, El Paso, TX, 79902"
4175,Memorial Hermann Katy Hospital,"23900 Katy Freeway, Katy, TX, 77494"
4176,Memorial Hermann Sugar Land Hospital,"17500 W Grand Parkway South, Sugar Land, TX, 77479"
4177,Baylor Heart And Vascular Hospital,"621 North Hall Street, Dallas, TX, 75226"
4178,Baylor Medical Center At Frisco,"5601 Warren Parkway, Frisco, TX, 75034"
4179,Harlingen Medical Center,"5501 South Expressway 77, Harlingen, TX, 78550"
4180,South Texas Spine And Surgical Hospital,"18600 North Hardy Oak Blvd, San Antonio, TX, 78258"
4181,Sugar Land Surgical Hospital Llp,"16906 Southwest Freeway, Sugar Land, TX, 77479"
4182,St Luke's The Woodlands Hospital,"17200 St Luke's Way, The Woodlands, TX, 77384"
4183,Texas Spine And Joint Hospital,"1814 Roseland Boulevard, Tyler, TX, 75701"
4184,Seton Southwest Hospital,"7900 Fm 1826, Austin, TX, 78737"
4185,Seton Northwest Hospital,"11113 Research Boulevard, Austin, TX, 78759"
4186,Doctors Hospital At Renaissance,"5501 South Mccoll, Edinburg, TX, 78539"
4187,Arise Austin Medical Center,"3003 Bee Caves Road, Austin, TX, 78746"
4188,Usmd Hospital At Arlington L P,"801 W Interstate 20, Arlington, TX, 76017"
4189,Baylor Surgical Hospital At Las Colinas,"400 West Interstate 635 Suite 101, Irving, TX, 75063"
4190,Quail Creek Surgical Hospital,"6819 Plum Creek, Amarillo, TX, 79124"
4191,Lubbock Heart Hospital Lp,"4810 North Loop 289, Lubbock, TX, 79416"
4192,Foundation Surgical Hospital Of El Paso,"1416 George Dieter, El Paso, TX, 79936"
4193,Baylor Surgical Hospital At Fort Worth,"1800 Park Place Avenue, Fort Worth, TX, 76110"
4194,Baylor Medical Center At Trophy Club,"2850  E State Highway 114, Trophy Club, TX, 76262"
4195,Baylor Scott And White Medical Center Centennial,"12505 Lebanon Road, Frisco, TX, 75035"
4196,Texas Health Harris Methodist Hospital Southlake,"1545 E Southlake Blvd, Southlake, TX, 76092"
4197,Texas Institute For Surgery At Presbyterian Hospit,"7115 Greenville Avenue Suite 100, Dallas, TX, 75231"
4198,Baylor Regional Medical Center At Plano,"4700 Alliance Boulevard, Plano, TX, 75093"
4199,Texas Health Center For Diagnostics & Surgery Plan,"6020 W Parker Road, Plano, TX, 75093"
4200,The Heart Hospital Baylor Denton,"2801 South Mayhill Road, Denton, TX, 76208"
4201,Pine Creek Medical Center Llp,"9032 Harry Hines Blvd, Dallas, TX, 75235"
4202,Parmer County Community Hospital,"1307 Cleveland Street, Friona, TX, 79035"
4203,Reagan Memorial Hospital,"805 North Main, Big Lake, TX, 76932"
4204,Limestone Medical Center,"701 Mcclintic Drive, Groesbeck, TX, 76642"
4205,Schleicher County Medical Center,"102 North Us Highway 277, Eldorado, TX, 76936"
4206,Burleson St Joseph Health Center,"1101 Woodson Drive, Caldwell, TX, 77836"
4207,Kimble Hospital,"349 Reid Road, Junction, TX, 76849"
4208,Iraan General Hospital,"600 Highway 349 North, Iraan, TX, 79744"
4209,Yoakum County Hospital,"412 Mustang Avenue, Denver City, TX, 79323"
4210,Mccamey Hospital,"2500 Hwy 305 South, Mccamey, TX, 79752"
4211,Ballinger Memorial Hospital,"608 Avenue B, Ballinger, TX, 76821"
4212,Sweeny Community Hospital,"305 North Mckinney, Sweeny, TX, 77480"
4213,Rice Medical Center,"600 South Austin Road, Eagle Lake, TX, 77434"
4214,Fisher County Hospital District,"774 State Highway 70 N, Rotan, TX, 79546"
4215,Winkler County Memorial Hospital,"821 Jeffee Drive, Kermit, TX, 79745"
4216,North Runnels Hospital,"7821 East Highway 153, Winters, TX, 79567"
4217,Madison St Joseph Health Center,"100 West Cross Street, Madisonville, TX, 77864"
4218,Refugio County Memorial Hospital,"107 Swift Street, Refugio, TX, 78377"
4219,Stonewall Memorial Hospital,"821 North Broadway, Aspermont, TX, 79502"
4220,Mother Frances Hospital Jacksonville,"2026 S Jackson Street, Jacksonville, TX, 75766"
4221,Bayside Community Hospital,"200 Hospital Drive, Anahuac, TX, 77514"
4222,Grimes St Joseph Health Center,"210 Judson St, Navasota, TX, 77868"
4223,Rollins Brook Community Hospital,"608 North Key Avenue, Lampasas, TX, 76550"
4224,Lillian M Hudspeth Memorial Hospital,"308 Hudspeth, Sonora, TX, 76950"
4225,Concho County Hospital,"614 Eaker Street, Eden, TX, 76837"
4226,Chillicothe Hospital District,"303 Avenue I, Chillicothe, TX, 79225"
4227,Riceland Medical Center,"538 Broadway, Winnie, TX, 77665"
4228,Rankin Hospital Medical Clinic,"1611 Spur 576, Rankin, TX, 79778"
4229,Medina Regional Hospital,"3100 Avenue E, Hondo, TX, 78861"
4230,Coon Memorial Hospital,"1411 Denver Avenue, Dalhart, TX, 79022"
4231,Palacios Community Medical Center,"311 Green Avenue, Palacios, TX, 77465"
4232,Martin County Hospital District,"600 E Interstate 20     Po Box 640, Stanton, TX, 79782"
4233,Parkview Hospital,"901 S. Sweetwater, Wheeler, TX, 79096"
4234,Muenster Memorial Hospital,"605 N Maple Street, Muenster, TX, 76252"
4235,W J Mangold Memorial Hospital,"320 North Main, Lockney, TX, 79241"
4236,Culberson Hospital,"Eisenhower Road And Fm 2185, Van Horn, TX, 79855"
4237,Throckmorton County Memorial Hospital,"802 N Minter Avenue, Throckmorton, TX, 76483"
4238,Shamrock General Hospital,"1000 South Main Street, Shamrock, TX, 79079"
4239,Haskell Memorial Hospital,"1 North Avenue N  Po Box 1117, Haskell, TX, 79521"
4240,Mitchell County Hospital District,"997 West I-20, Colorado City, TX, 79512"
4241,Electra Memorial Hospital,"1207 S Bailey Street, Electra, TX, 76360"
4242,Hansford County Hospital,"707 Roland St, Spearman, TX, 79081"
4243,Crosbyton Clinic Hospital,"710 West Main Street, Crosbyton, TX, 79322"
4244,Yoakum Community Hospital,"1200 Carl Ramert Drive, Yoakum, TX, 77995"
4245,Coleman County Medical Center Company,"310 South Pecos Street, Coleman, TX, 76834"
4246,Heart Of Texas Memorial Hospital,"2008 Nine Road, Brady, TX, 76825"
4247,Swisher Memorial Hospital,"539 Southeast 2nd, Tulia, TX, 79088"
4248,Plains Memorial Hospital,"310 West Halsell Street, Dimmitt, TX, 79027"
4249,Lynn County Hospital District,"2600 Lockwood Street, Tahoka, TX, 79373"
4250,Hardeman County Memorial Hospital,"402 Mercer St, Quanah, TX, 79252"
4251,Crane County Hospital District,"1310 S Alford St, Crane, TX, 79731"
4252,Hamilton Hospital,"901 West Hamilton, Olney, TX, 76374"
4253,Collingsworth General Hospital,"1013 15th St, Wellington, TX, 79095"
4254,Memorial Medical Center,"815 N Virginia Street, Port Lavaca, TX, 77979"
4255,Little River Healthcare,"1700 Brazos, Rockdale, TX, 76567"
4256,Memorial Hospital,"209 Northwest 8th Street, Seminole, TX, 79360"
4257,Ochiltree General Hospital,"3101 Garrett Drive, Perryton, TX, 79070"
4258,Chi St Lukes Health Memorial San Augustine,"511 Hospital St, San Augustine, TX, 75972"
4259,Sabine County Hospital,"Po Box 750, 2301 Hwy 83 W, Hemphill, TX, 75948"
4260,Clay County Memorial Hospital,"310 W South Street, Henrietta, TX, 76365"
4261,Jackson Healthcare Center,"1013 S Wells, Edna, TX, 77957"
4262,Otto Kaiser Memorial Hospital,"3349 S Highway 181, Kenedy, TX, 78119"
4263,Seton Highland Lakes,"Highway 281 South, Burnet, TX, 78611"
4264,Cochran Memorial Hospital,"205 E Grant Street, Morton, TX, 79346"
4265,East Texas Medical Center Pittsburg,"2701 Us Hwy 271 N, Pittsburg, TX, 75686"
4266,Golden Plains Community Hospital,"100 Medical Drive, Borger, TX, 79007"
4267,Tmc- Bonham Hospital,"504 Lipscomb Street, Bonham, TX, 75418"
4268,Seton Edgar B Davis Hospital,"130 Hays Street, Luling, TX, 78648"
4269,Muleshoe Area Medical Center,"708 S 1st St, Muleshoe, TX, 79347"
4270,Ward Memorial Hospital,"406 South Gary St, Monahans, TX, 79756"
4271,Baylor Scott & White Medical Center -taylor,"305 Mallard, Taylor, TX, 76574"
4272,Liberty Dayton Regional Medical Center,"1353 N Travis St, Liberty, TX, 77575"
4273,Lavaca Medical Center,"1400 North Texana Street, Hallettsville, TX, 77964"
4274,Reeves County Hospital District,"2323 Texas Street, Pecos, TX, 79772"
4275,Big Bend Regional Medical Center,"2600 Highway 118 North, Alpine, TX, 79830"
4276,Coryell Memorial Healthcare System,"1507 W Main Street, Gatesville, TX, 76528"
4277,East Texas Medical Center Quitman,"117 Winnsboro Street, Quitman, TX, 75783"
4278,Mother Frances Hospital- Winnsboro,"719 West Coke Road, Winnsboro, TX, 75494"
4279,Comanche County Medical Center,"10201 Hwy 16, Comanche, TX, 76442"
4280,Cogdell Memorial Hospital,"1700 Cogdell Blvd, Snyder, TX, 79549"
4281,Goodall Witcher Hospital,"101 Posey Avenue, Clifton, TX, 76634"
4282,Memorial Hospital,"224 E Second Street, Dumas, TX, 79029"
4283,Uvalde Memorial Hospital,"1025 Garner Field Road, Uvalde, TX, 78801"
4284,Cook Childrens Medical Center,"801 Seventh Avenue, Fort Worth, TX, 76104"
4285,Driscoll Childrens Hospital,"3533 S Alameda Box 6530, Corpus Christi, TX, 78411"
4286,Childrens Medical Ctr Of Dallas,"1935 Medical District Drive, Dallas, TX, 75235"
4287,Texas Childrens Hosp,"6621 Fannin Street, Houston, TX, 77030"
4288,Covenant Childrens Hospital,"4015 22nd Place, Lubbock, TX, 79410"
4289,Our Childrens House,"8 Prestige Circle 101, Allen, TX, 75002"
4290,Healthbridge Childrens's Hospital Of Houston,"2929 Woodland Park Drive, Houston, TX, 77082"
4291,Dell Children's Medical Center Of Central Texas,"4900 Mueller Blvd, Austin, TX, 78723"
4292,Shriners Hospitals For Children,"815 Market Street, Galveston, TX, 77550"
4293,Shriners Hospitals For Children,"6977 Main Street, Houston, TX, 77030"
4294,El Paso Children's Hospital,"4845 Alameda Avenue, El Paso, TX, 79905"
4295,Texas Scottish Rite Hospital For Children,"2222 Welborn Street, Dallas, TX, 75219"
4296,Children's Hospital Of San Antonio,"333 North Santa Rosa Street, San Antonio, TX, 78207"
4297,Childrens Medical Center Plano,"7601 Preston Road, Plano, TX, 75024"
4298,Utah Valley Hospital,"1034 North 500 West, Provo, UT, 84604"
4299,Salt Lake Regional Medical Center,"1050 East South Temple, Salt Lake City, UT, 84102"
4300,Mckay Dee Hospital,"4401 Harrison Boulevard, Ogden, UT, 84403"
4301,Ogden Regional Medical Center,"5475 South 500 East, Ogden, UT, 84405"
4302,Lds Hospital,"8th Avenue And C Street, Salt Lake City, UT, 84143"
4303,Cedar City Hospital,"1303 North Main Street, Cedar City, UT, 84721"
4304,University Health Care/univ Hospitals And Clinics,"50 North Medical Drive, Salt Lake City, UT, 84132"
4305,Intermountain Medical Center,"5121 South Cottonwood Street, Murray, UT, 84107"
4306,Castleview Hospital,"300 North Hospital Drive, Price, UT, 84501"
4307,Mountain View Hospital,"1000 East 100 North, Payson, UT, 84651"
4308,Mountain West Medical Center,"2055 North Main Street, Tooele, UT, 84074"
4309,Logan Regional Hospital,"500 East 1400 North, Logan, UT, 84341"
4310,Brigham City Community Hospital,"950 South Medical Drive, Brigham City, UT, 84302"
4311,Uintah Basin Medical Center,"250 West 300 North, Roosevelt, UT, 84066"
4312,Dixie Regional Medical Center,"1380 East Medical Center Drive, St George, UT, 84790"
4313,American Fork Hospital,"170 North 1100 East, American Fork, UT, 84003"
4314,Sevier Valley Medical Center,"1000 North Main Street, Richfield, UT, 84701"
4315,Ashley Regional Medical Center,"150 West 100 North, Vernal, UT, 84078"
4316,Garfield Memorial Hospital,"200 North 400 East, Panguitch, UT, 84759"
4317,Bear River Valley Hospital,"905 North 1000 West, Tremonton, UT, 84337"
4318,Davis Hospital And Medical Center,"1600 West Antelope Drive, Layton, UT, 84041"
4319,Lakeview Hospital,"630 East Medical Drive, Bountiful, UT, 84010"
4320,Orem Community Hospital,"331 North 400 West, Orem, UT, 84057"
4321,Alta View Hospital,"9660 South 1300 East, Sandy, UT, 84094"
4322,St Mark's Hospital,"1200 East 3900 South, Salt Lake City, UT, 84124"
4323,The Orthopedic Specialty Hospital,"5848 South 300 East, Murray, UT, 84107"
4324,Jordan Valley Medical Center,"3580 West 9000 South, West Jordan, UT, 84088"
4325,Timpanogos Regional Hospital,"750 West 800 North, Orem, UT, 84057"
4326,Cache Valley  Hospital,"2380 North 400 East, North Logan, UT, 84341"
4327,Park City Hospital,"900 Round Valley Drive, Park City, UT, 84060"
4328,Riverton Hospital,"3741 West 12600 South, Riverton, UT, 84065"
4329,Lone Peak Hospital,"11925 S State Street, Draper, UT, 84020"
4330,Delta Community Hospital,"126 South White Sage Avenue, Delta, UT, 84624"
4331,Fillmore Community Hospital,"674 South Highway 99, Fillmore, UT, 84631"
4332,Moab Regional Hospital,"450 West Williams Way, Moab, UT, 84532"
4333,Sanpete Valley Hospital - Cah,"1100 South Medical Drive, Mount Pleasant, UT, 84647"
4334,Central Valley Medical Center - Cah,"48 West 1500 North, Nephi, UT, 84648"
4335,Milford Valley Memorial Hospital,"850 North Main Street, Milford, UT, 84751"
4336,Gunnison Valley Hospital,"64 East 100 North, Gunnison, UT, 84634"
4337,Heber Valley Hospital,"1485 South Highway 40, Heber City, UT, 84032"
4338,San Juan Hospital,"380 West 100 North, Monticello, UT, 84535"
4339,Kane County Hospital,"355 North Main Street, Kanab, UT, 84741"
4340,Blue Mountain Hospital,"802 South 200 West, Blanding, UT, 84511"
4341,Beaver Valley Hospital,"1109 North 100 West, Beaver, UT, 84713"
4342,Primary Childrens Hospital,"100 North Mario Capecchi Drive, Salt Lake City, UT, 84113"
4343,Shriners Hospitals For Children - S L C,"1275 E Fairfax Road, Salt Lake City, UT, 84103"
4344,Central Vermont Medical Center,"Box 547, Barre, VT, 5641"
4345,University Of Vermont Medical Center,"111 Colchester Ave, Burlington, VT, 5401"
4346,Rutland Regional Medical Center,"160 Allen St, Rutland, VT, 5701"
4347,Brattleboro Memorial Hospital,"17 Belmont Ave, Brattleboro, VT, 5301"
4348,Southwestern Vermont Medical Center,"100 Hospital Drive, Bennington, VT, 5201"
4349,Northwestern Medical Center Inc,"133 Fairfield Street, Saint Albans, VT, 5478"
4350,Grace Cottage Hospital,"Po Box 216, Townshend, VT, 5353"
4351,Gifford Medical Center,"44 South Main Street, Randolph, VT, 5060"
4352,Mt Ascutney Hospital,"289 County Road, Windsor, VT, 5089"
4353,Northeastern Vermont Regional Hospital,"1315 Hospital Drive, Saint Johnsbury, VT, 5819"
4354,North Country Hospital And Health Center,"189 Prouty Drive, Newport, VT, 5855"
4355,Copley Hospital,"528 Washington Highway, Morrisville, VT, 5661"
4356,Springfield Hospital,"Po Box 2003, Springfield, VT, 5156"
4357,"Porter Hospital, Inc","115 Porter Drive, Middlebury, VT, 5753"
4358,Norton Community Hospital,"100  15th Nw Street, Norton, VA, 24273"
4359,Russell County Medical Center,"58 Carroll Street, Lebanon, VA, 24266"
4360,Sentara Rmh Medical Center,"2010 Health Campus Drive, Harrisonburg, VA, 22801"
4361,Winchester Medical Center,"1840 Amherst St, Winchester, VA, 22601"
4362,Sentara Norfolk General Hospital,"600 Gresham Dr, Norfolk, VA, 23507"
4363,University Of Virginia Medical Center,"Jefferson Park Ave, Charlottesville, VA, 22908"
4364,Bon Secours Depaul Medical Center,"150 Kingsley Lane, Norfolk, VA, 23505"
4365,Sentara Halifax Regional Hospital,"2204 Wilborn Avenue, South Boston, VA, 24592"
4366,Bon Secours Maryview Medical Center,"3636 High Street, Portsmouth, VA, 23707"
4367,Augusta Health,"78 Medical Center Drive, Fishersville, VA, 22939"
4368,Novant Health Uva Health System Culpeper Med Cente,"501 Sunset Lane, Culpeper, VA, 22701"
4369,John Randolph Medical Center,"411 West Randolph Road, Hopewell, VA, 23860"
4370,"Centra  Health, Inc","1901 Tate Springs Road, Lynchburg, VA, 24501"
4371,"Mary Washington Hospital, Inc","1001 Sam Perry Boulevard, Fredericksburg, VA, 22401"
4372,Fauquier Hospital,"500 Hospital Drive, Warrenton, VA, 20186"
4373,Carilion Roanoke Memorial Hospital,"1906 Belleview Avenue, Se, Roanoke, VA, 24014"
4374,Medical College Of Virginia Hospitals,"1250 East Marshall Street - Box 980510, Richmond, VA, 23298"
4375,Warren Memorial Hospital,"1000 North Shenandoah Ave, Front Royal, VA, 22630"
4376,Riverside Shore Memorial Hospital,"20480 Market Street, Onancock, VA, 23417"
4377,Smyth County Community Hospital,"245 Medical Park Drive, Marion, VA, 24354"
4378,Inova Alexandria Hospital,"4320 Seminary Rd, Alexandria, VA, 22304"
4379,Mary Immaculate Hospital,"2 Bernardine Drive, Newport News, VA, 23602"
4380,Carilion New River Valley Medical Center,"2900 Lamb Circle, Christiansburg, VA, 24073"
4381,Inova Loudoun Hospital,"44045 Riverside Parkway, Leesburg, VA, 20176"
4382,Sentara Obici Hospital,"2800 Godwin Boulevard, Suffolk, VA, 23439"
4383,Novant Health Uva  Prince William Medical Center,"8700 Sudley Rd, Manassas, VA, 20110"
4384,Sentara Leigh Hospital,"830 Kempsville Road, Norfolk, VA, 23502"
4385,Lewisgale Medical Center,"1900 Electric Road, Salem, VA, 24153"
4386,Virginia Hospital Center,"1701 North George Mason Drive, Arlington, VA, 22205"
4387,Riverside Regional Medical Center,"500 J Clyde Morris Blvd, Newport News, VA, 23601"
4388,Johnston Memorial Hospital,"16000 Johnston Memorial Drive, Abingdon, VA, 24211"
4389,Sentara Virginia Beach General Hospital,"1060 First Colonial Road, Virginia Beach, VA, 23454"
4390,Bon Secours St Marys Hospital,"5801 Bremo Rd, Richmond, VA, 23226"
4391,Clinch Valley Medical Center,"6801 Governor Gc Perry Highway, Richlands, VA, 24641"
4392,Inova Fairfax Hospital,"3300 Gallows Road, Falls Church, VA, 22042"
4393,Sentara Williamsburg Regional Medical Center,"100 Sentara Circle, Williamsburg, VA, 23188"
4394,Southside Regional Medical Center,"200 Medical Park Boulevard, Petersburg, VA, 23805"
4395,Bon Secours Memorial Regional Medical Center,"8260 Atlee Road, Mechanicsville, VA, 23116"
4396,Danville Regional Medical Center,"142 South Main Street, Danville, VA, 24541"
4397,Martha Jefferson Hospital,"500 Martha Jefferson Drive, Charlottesville, VA, 22911"
4398,Memorial Hospital Of Martinsville & Henry County,"320 Hospital Drive, Martinsville, VA, 24112"
4399,Riverside Tappahannock Hospital,"618 Hospital Road, Tappahannock, VA, 22560"
4400,Bedford Memorial Hospital,"1613 Oakwood Street, Bedford, VA, 24523"
4401,Carilion Franklin Memorial Hospital,"180 Floyd Avenue, Rocky Mount, VA, 24151"
4402,"Southside Community Hospital, Inc","800 Oak Street, Farmville, VA, 23901"
4403,Southampton Memorial Hospital,"100 Fairview Drive - Po Box 817, Franklin, VA, 23851"
4404,Sentara Careplex Hospital,"3000 Coliseum Drive, Hampton, VA, 23666"
4405,Bon Secours Richmond Community Hospital,"1500 N. 28th Street, Richmond, VA, 23223"
4406,Southern Virginia Regional Medical Center,"727 North Main Street, Emporia, VA, 23847"
4407,"Community Memorial Healthcenter, Inc","125 Buena Vista Circle, South Hill, VA, 23970"
4408,Inova Fair Oaks Hospital,"3600 Joseph Siewick Drive, Fairfax, VA, 22033"
4409,Hiram W Davis Medical Center,"P O Box 4030, Petersburg, VA, 23803"
4410,Reston Hospital Center,"1850 Town Center Parkway, Reston, VA, 20190"
4411,Lewisgale Hospital Montgomery,"3700 South Main Street, Blacksburg, VA, 24060"
4412,Wythe County Community Hospital,"600 West Ridge Road, Wytheville, VA, 24382"
4413,Cjw Medical Center,"7101 Jahnke Road, Richmond, VA, 23235"
4414,Sentara Northern Virginia Medical Center,"2300 Opitz Boulevard, Woodbridge, VA, 22191"
4415,Lonesome Pine Hospital,"1990 Holton Avenue East, Big Stone Gap, VA, 24219"
4416,Twin County Regional Hospital,"200 Hospital Drive, Galax, VA, 24333"
4417,Lewisgale Hospital Pulaski,"2400 Lee Highway, Pulaski, VA, 24301"
4418,Carilion Tazewell Community Hospital,"388 Ben Bolt Avenue, Tazewell, VA, 24651"
4419,Henrico Doctors' Hospital,"1602 Skipwith Road, Richmond, VA, 23229"
4420,Sentara Princess Anne Hospital,"2025 Glenn Mitchell Drive, Virginia Beach, VA, 23456"
4421,Chesapeake General Hospital,"736 Battlefield Blvd, North, Chesapeake, VA, 23320"
4422,Inova Mount Vernon Hospital,"2501 Parkers Lane, Alexandria, VA, 22306"
4423,Lewisgale Hospital Alleghany,"One Arh Lane - Po Box 7, Low Moor, VA, 24457"
4424,Buchanan General Hospital,"1535 Slate Creek Road, Grundy, VA, 24614"
4425,Halquist Memorial Inpatient Center,"4715 North 15 Street, Arlington, VA, 22205"
4426,Riverside Walter Reed Hospital,"7519 Hospital Road, Gloucester, VA, 23061"
4427,Bon Secours St Francis Medical Center,"13710 St Francis Boulevard, Midlothian, VA, 23114"
4428,"Stafford Hospital, Llc","101 Hospital Center Boulevard, Stafford, VA, 22554"
4429,Spotsylvania Regional Medical Center,"4600 Spotsylvania Parkway, Fredericksburg, VA, 22408"
4430,Riverside Doctors' Hospital Of Williamsburg,"1500 Commonwealth Avenue, Williamsburg, VA, 23185"
4431,Novant Health Uva Health Haymarket Medical Center,"15225 Healthcote Boulevard, Haymarket, VA, 20169"
4432,Stonesprings Hospital Center,"24440 Stone Springs Boulevard, Dulles, VA, 20166"
4433,Bath Community Hospital,"106 Park Drive- Po Drawer Z, Hot Springs, VA, 24445"
4434,Carilion Giles Community Hospital,"159 Hartley Way, Pearisburg, VA, 24134"
4435,Dickenson Community Hospital,"312 Hospital Drive, Clintwood, VA, 24228"
4436,Carilion Stonewall Jackson Hospital,"1 Health Circle, Lexington, VA, 24450"
4437,Shenandoah Memorial Hospital,"759 South Main Street, Woodstock, VA, 22664"
4438,"Pioneer Health Services Of Patrick County,inc","18688 Jeb Stuart Highway, Stuart, VA, 24171"
4439,"Page Memorial Hospital, Inc","200 Memorial Drive, Luray, VA, 22835"
4440,Rappahannock General Hospital,"101 Harris Road, Kilmarnock, VA, 22482"
4441,Cumberland Hospital Llc,"9407 Cumberland Road, New Kent, VA, 23124"
4442,Childrens Hospital Of The Kings Daughters Inc,"601 Children's Lane, Norfolk, VA, 23507"
4443,Children's Hosp Of Richmond Of The Vcu Health Sys,"2924 Brook Road, Richmond, VA, 23220"
4444,Northwest Hospital,"1550 North 115th Street, Seattle, WA, 98133"
4445,Providence St Mary Medical Center,"401 W Poplar St, Walla Walla, WA, 99362"
4446,Skagit Valley Hospital,"1415 Kincaid Street, Mount Vernon, WA, 98274"
4447,Virginia Mason Medical Center,"925 Seneca St, Seattle, WA, 98101"
4448,Island Hospital,"1211  24th Street, Anacortes, WA, 98221"
4449,University Of Washington Medical Ctr,"1959 Ne Pacific St  Box 356151, Seattle, WA, 98195"
4450,Highline Medical Center,"16251 Sylvester Road Sw, Burien, WA, 98166"
4451,Yakima Regional Medical And Cardiac Center,"110 South Ninth Ave, Yakima, WA, 98902"
4452,Providence Regional Medical Center Everett,"1321 Colby Avenue, Everett, WA, 98201"
4453,Multicare Auburn Medical Center,"202 North Division Street Plaza One, Auburn, WA, 98001"
4454,Central Washington Hospital,"1201 South Miller Street, Wenatchee, WA, 98807"
4455,Providence Centralia Hospital,"914 S Scheuber Road, Centralia, WA, 98531"
4456,St Clare Hospital,"11315 Bridgeport Way S W, Lakewood, WA, 98499"
4457,Providence St Peter Hospital,"413 Lilly Road Ne, Olympia, WA, 98506"
4458,Swedish Medical Center / Cherry Hill,"500 17th Avenue, Seattle, WA, 98122"
4459,Swedish Edmonds Hospital,"21601 76th Avenue West, Edmonds, WA, 98026"
4460,Swedish Medical Center,"747 Broadway, Seattle, WA, 98122"
4461,St Joseph Medical Center,"2901 Squalicum Parkway, Bellingham, WA, 98225"
4462,Grays Harbor Community Hospital,"915 Anderson Drive, Aberdeen, WA, 98520"
4463,Samaritan Hospital,"801 East Wheeler Road, Moses Lake, WA, 98837"
4464,Yakima Valley Memorial Hospital,"2811 Tieton Drive, Yakima, WA, 98902"
4465,Toppenish Community Hospital,"502 W Fourth Ave, Toppenish, WA, 98948"
